seed2029	sft	494
seed2029	eval000600	80
seed2029	eval000800	79
seed2029	eval001000	79
seed2030	sft	491
seed2030	eval000600	78
seed2030	eval000800	80
seed2030	eval001000	79
seed2031	sft	491
seed2031	eval000600	80
seed2031	eval000800	79
seed2031	eval001000	78
